Date,"Apple Inc."
2019-04-27,7765
2019-04-28,8522
2019-04-29,10533
2019-04-30,10493
2019-05-01,11288
2019-05-02,10018
2019-05-03,9384
2019-05-04,7847
2019-05-05,9114
2019-05-06,11575
2019-05-07,10464
2019-05-08,10820
2019-05-09,10164
2019-05-10,9932
2019-05-11,7916
2019-05-12,7960
2019-05-13,10364
2019-05-14,10866
2019-05-15,10574
2019-05-16,11187
2019-05-17,9499
2019-05-18,7744
2019-05-19,8106
2019-05-20,12112
2019-05-21,12313
2019-05-22,13492
2019-05-23,11485
2019-05-24,10162
2019-05-25,9690
2019-05-26,8512
2019-05-27,9660
2019-05-28,10396
2019-05-29,10504
2019-05-30,10741
2019-05-31,8987
2019-06-01,8305
2019-06-02,8582
2019-06-03,12622
2019-06-04,12666
2019-06-05,11727
2019-06-06,10958
2019-06-07,11003
2019-06-08,8803
2019-06-09,10182
2019-06-10,11101
2019-06-11,11991
2019-06-12,11470
2019-06-13,10609
2019-06-14,8590
2019-06-15,8128
2019-06-16,7850
2019-06-17,9521
2019-06-18,9557
2019-06-19,9615
2019-06-20,9423
2019-06-21,8685
2019-06-22,7575
2019-06-23,7671
2019-06-24,9606
2019-06-25,9587
2019-06-26,10303
2019-06-27,10819
2019-06-28,11946
2019-06-29,9408
2019-06-30,8926
2019-07-01,10206
2019-07-02,10460
2019-07-03,10020
2019-07-04,9515
2019-07-05,8419
2019-07-06,8652
2019-07-07,9014
2019-07-08,10401
2019-07-09,10082
2019-07-10,10042
2019-07-11,10038
2019-07-12,10618
2019-07-13,9292
2019-07-14,9050
2019-07-15,11106
2019-07-16,11264
2019-07-17,10527
2019-07-18,9796
2019-07-19,8994
2019-07-20,8055
2019-07-21,8537
2019-07-22,10186
2019-07-23,11422
2019-07-24,10898
2019-07-25,10238
2019-07-26,11257
2019-07-27,10280
2019-07-28,8686
2019-07-29,10151
2019-07-30,11522
2019-07-31,11266
2019-08-01,10240
2019-08-02,10587
2019-08-03,8621
2019-08-04,8451
2019-08-05,9532
2019-08-06,10841
2019-08-07,10888
2019-08-08,11076
2019-08-09,10458
2019-08-10,8396
2019-08-11,8814
2019-08-12,10878
2019-08-13,11008
2019-08-14,10835
2019-08-15,10705
2019-08-16,10189
2019-08-17,8900
2019-08-18,8924
2019-08-19,10944
2019-08-20,13696
2019-08-21,11588
2019-08-22,11912
2019-08-23,10849
2019-08-24,9582
2019-08-25,10527
2019-08-26,11377
2019-08-27,11841
2019-08-28,12287
2019-08-29,12644
2019-08-30,11187
2019-08-31,10199
2019-09-01,9166
2019-09-02,10300
2019-09-03,11119
2019-09-04,11466
2019-09-05,11845
2019-09-06,10756
2019-09-07,9099
2019-09-08,10065
2019-09-09,13182
2019-09-10,23638
2019-09-11,24105
2019-09-12,18838
2019-09-13,17619
2019-09-14,12893
2019-09-15,12448
2019-09-16,16236
2019-09-17,15828
2019-09-18,15531
2019-09-19,15765
2019-09-20,15042
2019-09-21,13175
2019-09-22,13131
2019-09-23,16116
2019-09-24,17075
2019-09-25,15755
2019-09-26,15711
2019-09-27,18156
2019-09-28,11692
2019-09-29,12047
2019-09-30,14653
2019-10-01,17745
2019-10-02,14415
2019-10-03,14614
2019-10-04,13077
2019-10-05,12030
2019-10-06,11252
2019-10-07,13601
2019-10-08,14112
2019-10-09,14952
2019-10-10,13810
2019-10-11,12984
2019-10-12,10648
2019-10-13,11746
2019-10-14,13508
2019-10-15,14683
2019-10-16,13484
2019-10-17,13073
2019-10-18,12366
2019-10-19,10620
2019-10-20,11333
2019-10-21,13080
2019-10-22,12604
2019-10-23,13457
2019-10-24,13098
2019-10-25,13081
2019-10-26,10581
2019-10-27,10147
2019-10-28,12710
2019-10-29,13730
2019-10-30,12862
2019-10-31,12949
2019-11-01,12956
2019-11-02,13499
2019-11-03,12584
2019-11-04,13774
2019-11-05,13663
2019-11-06,13692
2019-11-07,13619
2019-11-08,12248
2019-11-09,11035
2019-11-10,11254
2019-11-11,13335
2019-11-12,15353
2019-11-13,16079
2019-11-14,23045
2019-11-15,13769
2019-11-16,10611
2019-11-17,10859
2019-11-18,12940
2019-11-19,13408
2019-11-20,14416
2019-11-21,13920
2019-11-22,12901
2019-11-23,11352
2019-11-24,11112
2019-11-25,12627
2019-11-26,12072
2019-11-27,11971
2019-11-28,11718
2019-11-29,11371
2019-11-30,10122
2019-12-01,10789
2019-12-02,14416
2019-12-03,13550
2019-12-04,14316
2019-12-05,14783
2019-12-06,13747
2019-12-07,10147
2019-12-08,10697
2019-12-09,12816
2019-12-10,12291
2019-12-11,12644
2019-12-12,12616
2019-12-13,11191
2019-12-14,9553
2019-12-15,10737
2019-12-16,11381
2019-12-17,12138
2019-12-18,12283
2019-12-19,10052
2019-12-20,10353
2019-12-21,9144
2019-12-22,10917
2019-12-23,10405
2019-12-24,8526
2019-12-25,8979
2019-12-26,9675
2019-12-27,9774
2019-12-28,9522
2019-12-29,8985
2019-12-30,9977
2019-12-31,8462
2020-01-01,8118
2020-01-02,10572
2020-01-03,11168
2020-01-04,9920
2020-01-05,9827
2020-01-06,11205
2020-01-07,11458
2020-01-08,10805
2020-01-09,11854
2020-01-10,16606
2020-01-11,9033
2020-01-12,9984
2020-01-13,11560
2020-01-14,11698
2020-01-15,12113
2020-01-16,13007
2020-01-17,11670
2020-01-18,10058
2020-01-19,11088
2020-01-20,12094
2020-01-21,12430
2020-01-22,11991
2020-01-23,11704
2020-01-24,11388
2020-01-25,9574
2020-01-26,9643
2020-01-27,11845
2020-01-28,13017
2020-01-29,13264
2020-01-30,12256
2020-01-31,11555
2020-02-01,9162
2020-02-02,12428
2020-02-03,11824
2020-02-04,14349
2020-02-05,14779
2020-02-06,12782
2020-02-07,12463
2020-02-08,10471
2020-02-09,11288
2020-02-10,13183
2020-02-11,14238
2020-02-12,13546
2020-02-13,12886
2020-02-14,10959
2020-02-15,10355
2020-02-16,10436
2020-02-17,12052
2020-02-18,13518
2020-02-19,12588
2020-02-20,12311
2020-02-21,11899
2020-02-22,10468
2020-02-23,10889
2020-02-24,26450
2020-02-25,12900
2020-02-26,13376
2020-02-27,12976
2020-02-28,12372
2020-02-29,9999
2020-03-01,9749
2020-03-02,12813
2020-03-03,12742
2020-03-04,11714
2020-03-05,11945
2020-03-06,11010
2020-03-07,9094
2020-03-08,9539
2020-03-09,10986
2020-03-10,11081
2020-03-11,10325
2020-03-12,10692
2020-03-13,9789
2020-03-14,9635
2020-03-15,9190
2020-03-16,10048
2020-03-17,11554
2020-03-18,12340
2020-03-19,11345
2020-03-20,11379
2020-03-21,9336
2020-03-22,9792
2020-03-23,11133
2020-03-24,12278
2020-03-25,11303
2020-03-26,11416
2020-03-27,11701
2020-03-28,11049
2020-03-29,11497
2020-03-30,12105
2020-03-31,12916
2020-04-01,15454
2020-04-02,13601
2020-04-03,12831
2020-04-04,12416
2020-04-05,11998
2020-04-06,13466
2020-04-07,12359
2020-04-08,12726
2020-04-09,13784
2020-04-10,14063
2020-04-11,11932
2020-04-12,11539
2020-04-13,13261
2020-04-14,14619
2020-04-15,16383
2020-04-16,17272
2020-04-17,16604
2020-04-18,13696
2020-04-19,15258
2020-04-20,15155
2020-04-21,15686
2020-04-22,16721
2020-04-23,15887
2020-04-24,14258
2020-04-25,16874
2020-04-26,14065
2020-04-27,15519
2020-04-28,17405
2020-04-29,18521
2020-04-30,14426
2020-05-01,15204
2020-05-02,11812
2020-05-03,14066
2020-05-04,13024
2020-05-05,16334
2020-05-06,15973
2020-05-07,15092
2020-05-08,14081
2020-05-09,14292
2020-05-10,13130
2020-05-11,15082
2020-05-12,16206
2020-05-13,17216
2020-05-14,16134
2020-05-15,14944
2020-05-16,13020
2020-05-17,13125
2020-05-18,13530
2020-05-19,14765
2020-05-20,13661
2020-05-21,13943
2020-05-22,13383
2020-05-23,11914
2020-05-24,12280
2020-05-25,12354
2020-05-26,14530
2020-05-27,17283
2020-05-28,14023
2020-05-29,14771
2020-05-30,11841
2020-05-31,14007
2020-06-01,13378
2020-06-02,12717
2020-06-03,12083
2020-06-04,11369
2020-06-05,10891
2020-06-06,10334
2020-06-07,10808
2020-06-08,11428
2020-06-09,11530
2020-06-10,12413
2020-06-11,12643
2020-06-12,11526
2020-06-13,9687
2020-06-14,10490
2020-06-15,11477
2020-06-16,12736
2020-06-17,14383
2020-06-18,19148
2020-06-19,17303
2020-06-20,14612
2020-06-21,14138
2020-06-22,18695
2020-06-23,19930
2020-06-24,14343
2020-06-25,13629
2020-06-26,13042
2020-06-27,12400
2020-06-28,11883
2020-06-29,13833
2020-06-30,16354
2020-07-01,15845
2020-07-02,14214
2020-07-03,12222
2020-07-04,10526
2020-07-05,9576
2020-07-06,12657
2020-07-07,12342
2020-07-08,10748
2020-07-09,11741
2020-07-10,12121
2020-07-11,9822
2020-07-12,10840
2020-07-13,11686
2020-07-14,11264
2020-07-15,13159
2020-07-16,11918
2020-07-17,11518
2020-07-18,9616
2020-07-19,10622
2020-07-20,11811
2020-07-21,14015
2020-07-22,11133
2020-07-23,14225
2020-07-24,11821
2020-07-25,11651
2020-07-26,11513
2020-07-27,10102
2020-07-28,10182
2020-07-29,13367
2020-07-30,12608
2020-07-31,13753
2020-08-01,10985
2020-08-02,12025
2020-08-03,12808
2020-08-04,13311
2020-08-05,13297
2020-08-06,12109
2020-08-07,12518
2020-08-08,10672
2020-08-09,9927
2020-08-10,12217
2020-08-11,14513
2020-08-12,12519
2020-08-13,13052
2020-08-14,25736
2020-08-15,17168
2020-08-16,11440
2020-08-17,12771
2020-08-18,12628
2020-08-19,19327
2020-08-20,19933
2020-08-21,15681
2020-08-22,12649
2020-08-23,12195
2020-08-24,13361
2020-08-25,12599
2020-08-26,12760
2020-08-27,13276
2020-08-28,12013
2020-08-29,10926
2020-08-30,11189
2020-08-31,13633
2020-09-01,12374
2020-09-02,13253
2020-09-03,11771
2020-09-04,11747
2020-09-05,9680
2020-09-06,10005
2020-09-07,11245
2020-09-08,12896
2020-09-09,13330
2020-09-10,12152
2020-09-11,11890
2020-09-12,10577
2020-09-13,10841
2020-09-14,13205
2020-09-15,22075
2020-09-16,19044
2020-09-17,14730
2020-09-18,14053
2020-09-19,11688
2020-09-20,11448
2020-09-21,14266
2020-09-22,13729
2020-09-23,13930
2020-09-24,12208
2020-09-25,12085
2020-09-26,9693
2020-09-27,10735
2020-09-28,11949
2020-09-29,11901
2020-09-30,10876
2020-10-01,10609
2020-10-02,10169
2020-10-03,9235
2020-10-04,8870
2020-10-05,11644
2020-10-06,11927
2020-10-07,14924
2020-10-08,14463
2020-10-09,14320
2020-10-10,12518
2020-10-11,12268
2020-10-12,15553
2020-10-13,28046
2020-10-14,26875
2020-10-15,20178
2020-10-16,18339
2020-10-17,14709
2020-10-18,14471
2020-10-19,16310
2020-10-20,16599
2020-10-21,17590
2020-10-22,16690
2020-10-23,15297
2020-10-24,12995
2020-10-25,13681
2020-10-26,15376
2020-10-27,16811
2020-10-28,16313
2020-10-29,15037
2020-10-30,15792
2020-10-31,12354
2020-11-01,12686
2020-11-02,15235
2020-11-03,14323
2020-11-04,13317
2020-11-05,13812
2020-11-06,14285
2020-11-07,11561
2020-11-08,12346
2020-11-09,15217
2020-11-10,18091
2020-11-11,17717
2020-11-12,17221
2020-11-13,15096
2020-11-14,12511
2020-11-15,13106
2020-11-16,16279
2020-11-17,16009
2020-11-18,15722
2020-11-19,15864
2020-11-20,15039
2020-11-21,13503
2020-11-22,13301
2020-11-23,15167
2020-11-24,15174
2020-11-25,14484
2020-11-26,13843
2020-11-27,13553
2020-11-28,12173
2020-11-29,12952
2020-11-30,14651
2020-12-01,15210
2020-12-02,15185
2020-12-03,14872
2020-12-04,13824
2020-12-05,12399
2020-12-06,13015
2020-12-07,15246
2020-12-08,16186
2020-12-09,16375
2020-12-10,15772
2020-12-11,14125
2020-12-12,13061
2020-12-13,13573
2020-12-14,16218
2020-12-15,15257
2020-12-16,14755
2020-12-17,14536
2020-12-18,13898
2020-12-19,13328
2020-12-20,12581
2020-12-21,13078
2020-12-22,13762
2020-12-23,14839
2020-12-24,12091
2020-12-25,11573
2020-12-26,12495
2020-12-27,12318
2020-12-28,13398
2020-12-29,14227
2020-12-30,13665
2020-12-31,11424
2021-01-01,11369
2021-01-02,12601
2021-01-03,14104
2021-01-04,15349
2021-01-05,14916
2021-01-06,15145
2021-01-07,15132
2021-01-08,16352
2021-01-09,14871
2021-01-10,17800
2021-01-11,17354
2021-01-12,17364
2021-01-13,16326
2021-01-14,15700
2021-01-15,12699
2021-01-16,10639
2021-01-17,11305
2021-01-18,11379
2021-01-19,11258
2021-01-20,11639
2021-01-21,12440
2021-01-22,13851
2021-01-23,10546
2021-01-24,10606
2021-01-25,11410
2021-01-26,11845
2021-01-27,12338
2021-01-28,13402
2021-01-29,11854
2021-01-30,10387
2021-01-31,10602
2021-02-01,11746
2021-02-02,12079
2021-02-03,13260
2021-02-04,11992
2021-02-05,11348
2021-02-06,9689
2021-02-07,9990
2021-02-08,11145
2021-02-09,12598
2021-02-10,11493
2021-02-11,10904
2021-02-12,10561
2021-02-13,9250
2021-02-14,8973
2021-02-15,10225
2021-02-16,11270
2021-02-17,10648
2021-02-18,11755
2021-02-19,10556
2021-02-20,9380
2021-02-21,9813
2021-02-22,10759
2021-02-23,11967
2021-02-24,12480
2021-02-25,13369
2021-02-26,12104
2021-02-27,10249
2021-02-28,10999
2021-03-01,11840
2021-03-02,12354
2021-03-03,11580
2021-03-04,11813
2021-03-05,10840
2021-03-06,9398
2021-03-07,9722
2021-03-08,10953
2021-03-09,11871
2021-03-10,11396
2021-03-11,11912
2021-03-12,10305
2021-03-13,9502
2021-03-14,9811
2021-03-15,11013
2021-03-16,11549
2021-03-17,11479
2021-03-18,11504
2021-03-19,11233
2021-03-20,9071
2021-03-21,9724
2021-03-22,11528
2021-03-23,11741
2021-03-24,11581
2021-03-25,11438
2021-03-26,10851
2021-03-27,9435
2021-03-28,9179
2021-03-29,9990
2021-03-30,11664
2021-03-31,10687
2021-04-01,12600
2021-04-02,11072
2021-04-03,9644
2021-04-04,10231
2021-04-05,11534
2021-04-06,12174
2021-04-07,11448
2021-04-08,11926
2021-04-09,10215
2021-04-10,9893
2021-04-11,10110
2021-04-12,11060
2021-04-13,11783
2021-04-14,11177
2021-04-15,11153
2021-04-16,10034
2021-04-17,9505
2021-04-18,9738
2021-04-19,11202
2021-04-20,14783
2021-04-21,14994
2021-04-22,12936
2021-04-23,11083
2021-04-24,9614
2021-04-25,10040
2021-04-26,11993
2021-04-27,13100
2021-04-28,12232
2021-04-29,12527
2021-04-30,11507
2021-05-01,9766
2021-05-02,9580
2021-05-03,11919
2021-05-04,14454
2021-05-05,12120
2021-05-06,12483
2021-05-07,10563
2021-05-08,9837
2021-05-09,9640
2021-05-10,11332
2021-05-11,12341
2021-05-12,10651
2021-05-13,10903
2021-05-14,10040
2021-05-15,8833
2021-05-16,9628
2021-05-17,11175
2021-05-18,12414
2021-05-19,10944
2021-05-20,11944
2021-05-21,10642
2021-05-22,9464
2021-05-23,9366
2021-05-24,10261
2021-05-25,11478
2021-05-26,11164
2021-05-27,10991
2021-05-28,9666
2021-05-29,8867
2021-05-30,8930
2021-05-31,9281
2021-06-01,10588
2021-06-02,10216
2021-06-03,10839
2021-06-04,9373
2021-06-05,8510
2021-06-06,9237
2021-06-07,11543
2021-06-08,12728
2021-06-09,10689
2021-06-10,11315
2021-06-11,9787
2021-06-12,9067
2021-06-13,8935
2021-06-14,9504
2021-06-15,9746
2021-06-16,10047
2021-06-17,10765
2021-06-18,9946
2021-06-19,8193
2021-06-20,8018
2021-06-21,8974
2021-06-22,10070
2021-06-23,10351
2021-06-24,10791
2021-06-25,9329
2021-06-26,8047
2021-06-27,9007
2021-06-28,9196
2021-06-29,10373
2021-06-30,9526
2021-07-01,14816
2021-07-02,13139
2021-07-03,12007
2021-07-04,12324
2021-07-05,13739
2021-07-06,15275
2021-07-07,14305
2021-07-08,15121
2021-07-09,14168
2021-07-10,12329
2021-07-11,11884
2021-07-12,12983
2021-07-13,12903
2021-07-14,12556
2021-07-15,14521
2021-07-16,15402
2021-07-17,13232
2021-07-18,13900
2021-07-19,15621
2021-07-20,16725
2021-07-21,14942
2021-07-22,15554
2021-07-23,13566
2021-07-24,11984
2021-07-25,12221
2021-07-26,13635
2021-07-27,15127
2021-07-28,12800
2021-07-29,11331
2021-07-30,10920
2021-07-31,10470
2021-08-01,10359
2021-08-02,11240
2021-08-03,12569
2021-08-04,11587
2021-08-05,11638
2021-08-06,10307
2021-08-07,9890
2021-08-08,9493
2021-08-09,10785
2021-08-10,11352
2021-08-11,10447
2021-08-12,11320
2021-08-13,10189
2021-08-14,9423
2021-08-15,9272
2021-08-16,10194
2021-08-17,11395
2021-08-18,10920
2021-08-19,11939
2021-08-20,10715
2021-08-21,9561
2021-08-22,9553
2021-08-23,11217
2021-08-24,12434
2021-08-25,12742
2021-08-26,12076
2021-08-27,11268
2021-08-28,10567
2021-08-29,10527
2021-08-30,11905
2021-08-31,12342
2021-09-01,11878
2021-09-02,12240
2021-09-03,10581
2021-09-04,9923
2021-09-05,10174
2021-09-06,11655
2021-09-07,13452
2021-09-08,12973
2021-09-09,13254
2021-09-10,12180
2021-09-11,10813
2021-09-12,11182
2021-09-13,13856
2021-09-14,30348
2021-09-15,27617
2021-09-16,18979
2021-09-17,16842
2021-09-18,13399
2021-09-19,13156
2021-09-20,14603
2021-09-21,15983
2021-09-22,15141
2021-09-23,15232
2021-09-24,14279
2021-09-25,11925
2021-09-26,12644
2021-09-27,15916
2021-09-28,14846
2021-09-29,13585
2021-09-30,14085
2021-10-01,12221
2021-10-02,11084
2021-10-03,11794
2021-10-04,15038
2021-10-05,17003
2021-10-06,14741
2021-10-07,15214
2021-10-08,13038
2021-10-09,11478
2021-10-10,11474
2021-10-11,12603
2021-10-12,13667
2021-10-13,13369
2021-10-14,13400
2021-10-15,11306
2021-10-16,11908
2021-10-17,11381
2021-10-18,18741
2021-10-19,19636
2021-10-20,15604
2021-10-21,14843
2021-10-22,12801
2021-10-23,10906
2021-10-24,11008
2021-10-25,12846
2021-10-26,16547
2021-10-27,14767
2021-10-28,15384
2021-10-29,14902
2021-10-30,12099
2021-10-31,12020
2021-11-01,13045
2021-11-02,13358
2021-11-03,12150
2021-11-04,12188
2021-11-05,11351
2021-11-06,10284
2021-11-07,10562
2021-11-08,12788
2021-11-09,13780
2021-11-10,13018
2021-11-11,12274
2021-11-12,11071
2021-11-13,9951
2021-11-14,10980
2021-11-15,12084
2021-11-16,12227
2021-11-17,11754
2021-11-18,12478
2021-11-19,11290
2021-11-20,9435
2021-11-21,10353
2021-11-22,11679
2021-11-23,12489
2021-11-24,11786
2021-11-25,11656
2021-11-26,11590
2021-11-27,10628
2021-11-28,10835
2021-11-29,12389
2021-11-30,13401
2021-12-01,12090
2021-12-02,12446
2021-12-03,11375
2021-12-04,9828
2021-12-05,10403
2021-12-06,11931
2021-12-07,12187
2021-12-08,12173
2021-12-09,12289
2021-12-10,10607
2021-12-11,9701
2021-12-12,10183
2021-12-13,11978
2021-12-14,12261
2021-12-15,11688
2021-12-16,11749
2021-12-17,9819
2021-12-18,8958
2021-12-19,9163
2021-12-20,10153
2021-12-21,10126
2021-12-22,9866
2021-12-23,9942
2021-12-24,9142
2021-12-25,9628
2021-12-26,9675
2021-12-27,10476
2021-12-28,10820
2021-12-29,10505
2021-12-30,10647
2021-12-31,8604
2022-01-01,9081
2022-01-02,9729
2022-01-03,13251
2022-01-04,20331
2022-01-05,15944
2022-01-06,14579
